,Date,Arrondissement,Valeur
335,2022-12-01,Kokiborou,17.914855907779266
336,2019-01-01,Ounet,18.104477569467445
337,2019-02-01,Ounet,20.96078470097493
338,2019-03-01,Ounet,24.452211867440983
339,2019-04-01,Ounet,25.989829009492517
340,2019-05-01,Ounet,25.437288219925026
341,2019-06-01,Ounet,23.711028731157175
342,2019-07-01,Ounet,22.651605886580587
343,2019-08-01,Ounet,22.20876360434437
344,2019-09-01,Ounet,22.258778771121264
345,2019-10-01,Ounet,22.814296172706186
346,2019-11-01,Ounet,19.942632633732217
347,2019-12-01,Ounet,17.592092837219248
348,2020-01-01,Ounet,18.347249715993723
349,2020-02-01,Ounet,20.8690097874751
350,2020-03-01,Ounet,24.154539574090364
351,2020-04-01,Ounet,26.37789081426481
352,2020-05-01,Ounet,25.451624074098333
353,2020-06-01,Ounet,23.60814794056573
354,2020-07-01,Ounet,22.6921022446826
355,2020-08-01,Ounet,22.326135802179035
356,2020-09-01,Ounet,22.441866595469527
357,2020-10-01,Ounet,22.409231409671275
358,2020-11-01,Ounet,19.875576270434888
359,2020-12-01,Ounet,18.350827385839978
360,2021-01-01,Ounet,17.79788938329379
361,2021-02-01,Ounet,21.314278294817374
362,2021-03-01,Ounet,24.31182710756103
363,2021-04-01,Ounet,26.307572619097478
364,2021-05-01,Ounet,25.502456458882715
365,2021-06-01,Ounet,23.69909978251158
366,2021-07-01,Ounet,22.736251249082528
367,2021-08-01,Ounet,22.34401968769538
368,2021-09-01,Ounet,22.43571227003863
369,2021-10-01,Ounet,22.601776006781225
370,2021-11-01,Ounet,19.959339130516867
371,2021-12-01,Ounet,18.152681853215334
372,2022-01-01,Ounet,18.035335032159786
373,2022-02-01,Ounet,21.223246169680976
374,2022-03-01,Ounet,24.46810154068118
375,2022-04-01,Ounet,26.2352005175027
376,2022-05-01,Ounet,25.554683459598273
377,2022-06-01,Ounet,23.790418689779184
378,2022-07-01,Ounet,22.779764093601923
379,2022-08-01,Ounet,22.36189577584459
380,2022-09-01,Ounet,22.431690190448954
381,2022-10-01,Ounet,22.793861795826047
382,2022-11-01,Ounet,20.03870182583297
383,2022-12-01,Ounet,17.956706094656237
384,2019-01-01,Sompérékou,18.104477569467445
385,2019-02-01,Sompérékou,20.96078470097493
386,2019-03-01,Sompérékou,24.452211867440983
387,2019-04-01,Sompérékou,25.989829009492517
388,2019-05-01,Sompérékou,25.437288219925026
389,2019-06-01,Sompérékou,23.711028731157175
390,2019-07-01,Sompérékou,22.651605886580587
391,2019-08-01,Sompérékou,22.20876360434437
392,2019-09-01,Sompérékou,22.258778771121264
393,2019-10-01,Sompérékou,22.814296172706186
394,2019-11-01,Sompérékou,19.942632633732217
395,2019-12-01,Sompérékou,17.592092837219248
396,2020-01-01,Sompérékou,18.347249715993723
397,2020-02-01,Sompérékou,20.8690097874751
398,2020-03-01,Sompérékou,24.154539574090364
399,2020-04-01,Sompérékou,26.37789081426481
400,2020-05-01,Sompérékou,25.451624074098333
401,2020-06-01,Sompérékou,23.60814794056573
402,2020-07-01,Sompérékou,22.6921022446826
403,2020-08-01,Sompérékou,22.326135802179035
404,2020-09-01,Sompérékou,22.441866595469527
405,2020-10-01,Sompérékou,22.409231409671275
406,2020-11-01,Sompérékou,19.875576270434888
407,2020-12-01,Sompérékou,18.350827385839978
408,2021-01-01,Sompérékou,17.79788938329379
409,2021-02-01,Sompérékou,21.314278294817374
410,2021-03-01,Sompérékou,24.31182710756103
411,2021-04-01,Sompérékou,26.307572619097478
412,2021-05-01,Sompérékou,25.502456458882715
413,2021-06-01,Sompérékou,23.69909978251158
414,2021-07-01,Sompérékou,22.736251249082528
